Ceremony	Year	Class	Category	Movie	Name	Nominees	Winner	Detail	Note
90	2017/B	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)			Alex Powell|Jason Reisig|Martin Watt|Alex Wells	True		Premo’s speed and simplicity enable animators to pose full-resolution characters in representative shot context, significantly increasing their productivity.
90	2017/B	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)			Rob Jensen|Thomas Hahn|George Elkoura|Adam Woodbury|Dirk Van Gelder	True		Presto allows artists to work interactively in scene context with full-resolution geometric models and sophisticated rig controls, and has significantly increased the productivity of character animators at Pixar.
91	2018	Acting	ACTOR IN A LEADING ROLE	Vice	Christian Bale	Christian Bale		Dick Cheney	
91	2018	Acting	ACTOR IN A LEADING ROLE	A Star Is Born	Bradley Cooper	Bradley Cooper		Jack	
91	2018	Acting	ACTOR IN A LEADING ROLE	At Eternity's Gate	Willem Dafoe	Willem Dafoe		Vincent Van Gogh	
91	2018	Acting	ACTOR IN A LEADING ROLE	Bohemian Rhapsody	Rami Malek	Rami Malek	True	Freddie Mercury	
91	2018	Acting	ACTOR IN A LEADING ROLE	Green Book	Viggo Mortensen	Viggo Mortensen		Tony Lip	
91	2018	Acting	ACTOR IN A SUPPORTING ROLE	Green Book	Mahershala Ali	Mahershala Ali	True	Dr. Donald Shirley	
91	2018	Acting	ACTOR IN A SUPPORTING ROLE	BlacKkKlansman	Adam Driver	Adam Driver		Flip Zimmerman	
91	2018	Acting	ACTOR IN A SUPPORTING ROLE	A Star Is Born	Sam Elliott	Sam Elliott		Bobby	
91	2018	Acting	ACTOR IN A SUPPORTING ROLE	Can You Ever Forgive Me?	Richard E. Grant	Richard E. Grant		Jack Hock	
91	2018	Acting	ACTOR IN A SUPPORTING ROLE	Vice	Sam Rockwell	Sam Rockwell		George W. Bush	
91	2018	Acting	ACTRESS IN A LEADING ROLE	Roma	Yalitza Aparicio	Yalitza Aparicio		Cleo	
91	2018	Acting	ACTRESS IN A LEADING ROLE	The Wife	Glenn Close	Glenn Close		Joan Castleman	
91	2018	Acting	ACTRESS IN A LEADING ROLE	The Favourite	Olivia Colman	Olivia Colman	True	Queen Anne	
91	2018	Acting	ACTRESS IN A LEADING ROLE	A Star Is Born	Lady Gaga	Lady Gaga		Ally	
91	2018	Acting	ACTRESS IN A LEADING ROLE	Can You Ever Forgive Me?	Melissa McCarthy	Melissa McCarthy		Lee Israel	
91	2018	Acting	ACTRESS IN A SUPPORTING ROLE	Vice	Amy Adams	Amy Adams		Lynne Cheney	
91	2018	Acting	ACTRESS IN A SUPPORTING ROLE	Roma	Marina de Tavira	Marina de Tavira		Sra. Sofia	
91	2018	Acting	ACTRESS IN A SUPPORTING ROLE	If Beale Street Could Talk	Regina King	Regina King	True	Sharon Rivers	
91	2018	Acting	ACTRESS IN A SUPPORTING ROLE	The Favourite	Emma Stone	Emma Stone		Abigail	
91	2018	Acting	ACTRESS IN A SUPPORTING ROLE	The Favourite	Rachel Weisz	Rachel Weisz		Lady Sarah	
91	2018	Title	ANIMATED FEATURE FILM	Incredibles 2	Brad Bird, John Walker and Nicole Paradis Grindle	Brad Bird|John Walker|Nicole Paradis Grindle			
	2018	Title							
91	2018	Title	ANIMATED FEATURE FILM	Mirai	Mamoru Hosoda and Yuichiro Saito	Mamoru Hosoda|Yuichiro Saito			
91	2018	Title	ANIMATED FEATURE FILM	Ralph Breaks the Internet	Rich Moore, Phil Johnston and Clark Spencer	Rich Moore|Phil Johnston|Clark Spencer			
91	2018	Title	ANIMATED FEATURE FILM	Spider-Man: Into the Spider-Verse	Bob Persichetti, Peter Ramsey, Rodney Rothman, Phil Lord and Christopher Miller	Bob Persichetti|Peter Ramsey|Rodney Rothman|Phil Lord|Christopher Miller	True		
91	2018	Production	CINEMATOGRAPHY	Cold War	Lukasz Zal	Lukasz Zal			
91	2018	Production	CINEMATOGRAPHY	The Favourite	Robbie Ryan	Robbie Ryan			
91	2018	Production	CINEMATOGRAPHY	Never Look Away	Caleb Deschanel	Caleb Deschanel			
91	2018	Production	CINEMATOGRAPHY	Roma	Alfonso Cuarón	Alfonso Cuarón	True		
91	2018	Production	CINEMATOGRAPHY	A Star Is Born	Matthew Libatique	Matthew Libatique			
91	2018	Production	COSTUME DESIGN	The Ballad of Buster Scruggs	Mary Zophres	Mary Zophres			
91	2018	Production	COSTUME DESIGN	Black Panther	Ruth Carter	Ruth Carter	True		
91	2018	Production	COSTUME DESIGN	The Favourite	Sandy Powell	Sandy Powell			
91	2018	Production	COSTUME DESIGN	Mary Poppins Returns	Sandy Powell	Sandy Powell			
91	2018	Production	COSTUME DESIGN	Mary Queen of Scots	Alexandra Byrne	Alexandra Byrne			
91	2018	Directing	DIRECTING	BlacKkKlansman	Spike Lee	Spike Lee			
91	2018	Directing	DIRECTING	Cold War	Pawel Pawlikowski	Pawel Pawlikowski			
91	2018	Directing	DIRECTING	The Favourite	Yorgos Lanthimos	Yorgos Lanthimos			
91	2018	Directing	DIRECTING	Roma	Alfonso Cuarón	Alfonso Cuarón	True		
91	2018	Directing	DIRECTING	Vice	Adam McKay	Adam McKay			
91	2018	Title	DOCUMENTARY (Feature)	Free Solo	Elizabeth Chai Vasarhelyi, Jimmy Chin, Evan Hayes and Shannon Dill	Elizabeth Chai Vasarhelyi|Jimmy Chin|Evan Hayes|Shannon Dill	True		
91	2018	Title	DOCUMENTARY (Feature)	Hale County This Morning, This Evening	RaMell Ross, Joslyn Barnes and Su Kim	RaMell Ross|Joslyn Barnes|Su Kim			
91	2018	Title	DOCUMENTARY (Feature)	Minding the Gap	Bing Liu and Diane Quon	Bing Liu|Diane Quon			
91	2018	Title	DOCUMENTARY (Feature)	Of Fathers and Sons	Talal Derki, Ansgar Frerich, Eva Kemme and Tobias N. Siebert	Talal Derki|Ansgar Frerich|Eva Kemme|Tobias N. Siebert			
91	2018	Title	DOCUMENTARY (Feature)	RBG	Betsy West and Julie Cohen	Betsy West|Julie Cohen			
91	2018	Title	DOCUMENTARY (Short Subject)	Black Sheep	Ed Perkins and Jonathan Chinn	Ed Perkins|Jonathan Chinn			
91	2018	Title	DOCUMENTARY (Short Subject)	End Game	Rob Epstein and Jeffrey Friedman	Rob Epstein|Jeffrey Friedman			
91	2018	Title	DOCUMENTARY (Short Subject)	Lifeboat	Skye Fitzgerald and Bryn Mooser	Skye Fitzgerald|Bryn Mooser			
91	2018	Title	DOCUMENTARY (Short Subject)	A Night at The Garden	Marshall Curry	Marshall Curry			
91	2018	Title	DOCUMENTARY (Short Subject)	Period. End of Sentence.	Rayka Zehtabchi and Melissa Berton	Rayka Zehtabchi|Melissa Berton	True		
91	2018	Production	FILM EDITING	BlacKkKlansman	Barry Alexander Brown	Barry Alexander Brown			
91	2018	Production	FILM EDITING	Bohemian Rhapsody	John Ottman	John Ottman	True		
91	2018	Production	FILM EDITING	The Favourite	Yorgos Mavropsaridis	Yorgos Mavropsaridis			
91	2018	Production	FILM EDITING	Green Book	Patrick J. Don Vito	Patrick J. Don Vito			
91	2018	Production	FILM EDITING	Vice	Hank Corwin	Hank Corwin			
91	2018	Title	FOREIGN LANGUAGE FILM	Capernaum	Lebanon				
91	2018	Title	FOREIGN LANGUAGE FILM	Cold War	Poland				
91	2018	Title	FOREIGN LANGUAGE FILM	Never Look Away	Germany				
91	2018	Title	FOREIGN LANGUAGE FILM	Roma	Mexico		True		
91	2018	Title	FOREIGN LANGUAGE FILM	Shoplifters	Japan				
91	2018	Production	MAKEUP AND HAIRSTYLING	Border	Göran Lundström and Pamela Goldammer	Göran Lundström|Pamela Goldammer			
91	2018	Production	MAKEUP AND HAIRSTYLING	Mary Queen of Scots	Jenny Shircore, Marc Pilcher and Jessica Brooks	Jenny Shircore|Marc Pilcher|Jessica Brooks			
91	2018	Production	MAKEUP AND HAIRSTYLING	Vice	Greg Cannom, Kate Biscoe and Patricia Dehaney	Greg Cannom|Kate Biscoe|Patricia Dehaney	True		
91	2018	Music	MUSIC (Original Score)	Black Panther	Ludwig Goransson	Ludwig Goransson	True		
91	2018	Music	MUSIC (Original Score)	BlacKkKlansman	Terence Blanchard	Terence Blanchard			
91	2018	Music	MUSIC (Original Score)	If Beale Street Could Talk	Nicholas Britell	Nicholas Britell			
91	2018	Music	MUSIC (Original Score)	Isle of Dogs	Alexandre Desplat	Alexandre Desplat			
91	2018	Music	MUSIC (Original Score)	Mary Poppins Returns	Marc Shaiman	Marc Shaiman			
91	2018	Music	MUSIC (Original Song)	Black Panther	"Music by Kendrick Lamar, Mark \""Sounwave\"" Spears and Anthony \""Top Dawg\"" Tiffith; Lyric by Kendrick Lamar, SZA and Anthony \""Top Dawg\"" Tiffith"	"Kendrick Lamar|Mark \""Sounwave\"" Spears|Anthony \""Top Dawg\"" Tiffith|SZA"		All The Stars	
91	2018	Music	MUSIC (Original Song)	RBG	Music and Lyric by Diane Warren	Diane Warren		I'll Fight	
91	2018	Music	MUSIC (Original Song)	Mary Poppins Returns	Music by Marc Shaiman; Lyric by Scott Wittman and Marc Shaiman	Marc Shaiman|Scott Wittman		The Place Where Lost Things Go	
91	2018	Music	MUSIC (Original Song)	A Star Is Born	Music and Lyric by Lady Gaga, Mark Ronson, Anthony Rossomando and Andrew Wyatt	Lady Gaga|Mark Ronson|Anthony Rossomando|Andrew Wyatt	True	Shallow	
91	2018	Music	MUSIC (Original Song)	The Ballad of Buster Scruggs	Music and Lyric by Gillian Welch and David Rawlings	Gillian Welch|David Rawlings		When A Cowboy Trades His Spurs For Wings	
91	2018	Title	BEST PICTURE	Black Panther	Kevin Feige, Producer	Kevin Feige			
91	2018	Title	BEST PICTURE	BlacKkKlansman	Sean McKittrick, Jason Blum, Raymond Mansfield, Jordan Peele and Spike Lee, Producers	Sean McKittrick|Jason Blum|Raymond Mansfield|Jordan Peele|Spike Lee			
91	2018	Title	BEST PICTURE	Bohemian Rhapsody	Graham King, Producer	Graham King			
91	2018	Title	BEST PICTURE	The Favourite	Ceci Dempsey, Ed Guiney, Lee Magiday and Yorgos Lanthimos, Producers	Ceci Dempsey|Ed Guiney|Lee Magiday|Yorgos Lanthimos			
91	2018	Title	BEST PICTURE	Green Book	Jim Burke, Charles B. Wessler, Brian Currie, Peter Farrelly and Nick Vallelonga, Producers	Jim Burke|Charles B. Wessler|Brian Currie|Peter Farrelly|Nick Vallelonga	True		
91	2018	Title	BEST PICTURE	Roma	Gabriela Rodríguez and Alfonso Cuarón, Producers	Gabriela Rodríguez|Alfonso Cuarón			
91	2018	Title	BEST PICTURE	A Star Is Born	Bill Gerber, Bradley Cooper and Lynette Howell Taylor, Producers	Bill Gerber|Bradley Cooper|Lynette Howell Taylor			
91	2018	Title	BEST PICTURE	Vice	Dede Gardner, Jeremy Kleiner, Adam McKay and Kevin Messick, Producers	Dede Gardner|Jeremy Kleiner|Adam McKay|Kevin Messick			
91	2018	Production	PRODUCTION DESIGN	Black Panther	Production Design: Hannah Beachler; Set Decoration: Jay Hart	Hannah Beachler|Jay Hart	True		
91	2018	Production	PRODUCTION DESIGN	The Favourite	Production Design: Fiona Crombie; Set Decoration: Alice Felton	Fiona Crombie|Alice Felton			
91	2018	Production	PRODUCTION DESIGN	First Man	Production Design: Nathan Crowley; Set Decoration: Kathy Lucas	Nathan Crowley|Kathy Lucas			
91	2018	Production	PRODUCTION DESIGN	Mary Poppins Returns	Production Design: John Myhre; Set Decoration: Gordon Sim	John Myhre|Gordon Sim			
91	2018	Production	PRODUCTION DESIGN	Roma	Production Design: Eugenio Caballero; Set Decoration: Bárbara Enríquez	Eugenio Caballero|Bárbara Enríquez			
91	2018	Title	SHORT FILM (Animated)	Animal Behaviour	Alison Snowden and David Fine	Alison Snowden|David Fine			
91	2018	Title	SHORT FILM (Animated)	Bao	Domee Shi and Becky Neiman-Cobb	Domee Shi|Becky Neiman-Cobb	True		
91	2018	Title	SHORT FILM (Animated)	Late Afternoon	Louise Bagnall and Nuria González Blanco	Louise Bagnall|Nuria González Blanco			
91	2018	Title	SHORT FILM (Animated)	One Small Step	Andrew Chesworth and Bobby Pontillas	Andrew Chesworth|Bobby Pontillas			
91	2018	Title	SHORT FILM (Animated)	Weekends	Trevor Jimenez	Trevor Jimenez			
91	2018	Title	SHORT FILM (Live Action)	Detainment	Vincent Lambe and Darren Mahon	Vincent Lambe|Darren Mahon			
91	2018	Title	SHORT FILM (Live Action)	Fauve	Jeremy Comte and Maria Gracia Turgeon	Jeremy Comte|Maria Gracia Turgeon			
91	2018	Title	SHORT FILM (Live Action)	Marguerite	Marianne Farley and Marie-Hélène Panisset	Marianne Farley|Marie-Hélène Panisset			
91	2018	Title	SHORT FILM (Live Action)	Mother	Rodrigo Sorogoyen and María del Puy Alvarado	Rodrigo Sorogoyen|María del Puy Alvarado			
91	2018	Title	SHORT FILM (Live Action)	Skin	Guy Nattiv and Jaime Ray Newman	Guy Nattiv|Jaime Ray Newman	True		
91	2018	Production	SOUND EDITING	Black Panther	Benjamin A. Burtt and Steve Boeddeker	Benjamin A. Burtt|Steve Boeddeker			
91	2018	Production	SOUND EDITING	Bohemian Rhapsody	John Warhurst and Nina Hartstone	John Warhurst|Nina Hartstone	True		
91	2018	Production	SOUND EDITING	First Man	Ai-Ling Lee and Mildred Iatrou Morgan	Ai-Ling Lee|Mildred Iatrou Morgan			
91	2018	Production	SOUND EDITING	A Quiet Place	Ethan Van der Ryn and Erik Aadahl	Ethan Van der Ryn|Erik Aadahl			
91	2018	Production	SOUND EDITING	Roma	Sergio Díaz and Skip Lievsay	Sergio Díaz|Skip Lievsay			
91	2018	Production	SOUND MIXING	Black Panther	Steve Boeddeker, Brandon Proctor and Peter Devlin	Steve Boeddeker|Brandon Proctor|Peter Devlin			
91	2018	Production	SOUND MIXING	Bohemian Rhapsody	Paul Massey, Tim Cavagin and John Casali	Paul Massey|Tim Cavagin|John Casali	True		
91	2018	Production	SOUND MIXING	First Man	Jon Taylor, Frank A. Montaño, Ai-Ling Lee and Mary H. Ellis	Jon Taylor|Frank A. Montaño|Ai-Ling Lee|Mary H. Ellis			
91	2018	Production	SOUND MIXING	Roma	Skip Lievsay, Craig Henighan and José Antonio García	Skip Lievsay|Craig Henighan|José Antonio García			
91	2018	Production	SOUND MIXING	A Star Is Born	Tom Ozanich, Dean Zupancic, Jason Ruder and Steve Morrow	Tom Ozanich|Dean Zupancic|Jason Ruder|Steve Morrow			
91	2018	Production	VISUAL EFFECTS	Avengers: Infinity War	Dan DeLeeuw, Kelly Port, Russell Earl and Dan Sudick	Dan DeLeeuw|Kelly Port|Russell Earl|Dan Sudick			
91	2018	Production	VISUAL EFFECTS	Christopher Robin	Christopher Lawrence, Michael Eames, Theo Jones and Chris Corbould	Christopher Lawrence|Michael Eames|Theo Jones|Chris Corbould			
91	2018	Production	VISUAL EFFECTS	First Man	Paul Lambert, Ian Hunter, Tristan Myles and J.D. Schwalm	Paul Lambert|Ian Hunter|Tristan Myles|J.D. Schwalm	True		
91	2018	Production	VISUAL EFFECTS	Ready Player One	Roger Guyett, Grady Cofer, Matthew E. Butler and David Shirk	Roger Guyett|Grady Cofer|Matthew E. Butler|David Shirk			
91	2018	Production	VISUAL EFFECTS	Solo: A Star Wars Story	Rob Bredow, Patrick Tubach, Neal Scanlan and Dominic Tuohy	Rob Bredow|Patrick Tubach|Neal Scanlan|Dominic Tuohy			
91	2018	Writing	WRITING (Adapted Screenplay)	The Ballad of Buster Scruggs	Written by Joel Coen & Ethan Coen	Joel Coen|Ethan Coen			
91	2018	Writing	WRITING (Adapted Screenplay)	BlacKkKlansman	Written by Charlie Wachtel & David Rabinowitz and Kevin Willmott & Spike Lee	Charlie Wachtel|David Rabinowitz|Kevin Willmott|Spike Lee	True		
91	2018	Writing	WRITING (Adapted Screenplay)	Can You Ever Forgive Me?	Screenplay by Nicole Holofcener and Jeff Whitty	Nicole Holofcener|Jeff Whitty			
91	2018	Writing	WRITING (Adapted Screenplay)	If Beale Street Could Talk	Written for the screen by Barry Jenkins	Barry Jenkins			
91	2018	Writing	WRITING (Adapted Screenplay)	A Star Is Born	Screenplay by Eric Roth and Bradley Cooper & Will Fetters	Eric Roth|Bradley Cooper|Will Fetters			
91	2018	Writing	WRITING (Original Screenplay)	The Favourite	Written by Deborah Davis and Tony McNamara	Deborah Davis|Tony McNamara			
91	2018	Writing	WRITING (Original Screenplay)	First Reformed	Written by Paul Schrader	Paul Schrader			
91	2018	Writing	WRITING (Original Screenplay)	Green Book	Written by Nick Vallelonga, Brian Currie, Peter Farrelly	Nick Vallelonga|Brian Currie|Peter Farrelly	True		
91	2018	Writing	WRITING (Original Screenplay)	Roma	Written by Alfonso Cuarón	Alfonso Cuarón			
91	2018	Writing	WRITING (Original Screenplay)	Vice	Written by Adam McKay	Adam McKay			
91	2018	Special	HONORARY AWARD			Marvin Levy	True		
91	2018	Special	HONORARY AWARD			Lalo Schifrin	True		
91	2018	Special	HONORARY AWARD			Cicely Tyson	True		
91	2018	Special	IRVING G. THALBERG MEMORIAL AWARD		Kathleen Kennedy and Frank Marshall	Kathleen Kennedy|Frank Marshall	True		
91	2018	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award)			David Simons|Daniel Wilk|James Acquavella|Michael Natkin|David M. Cotter	True		After Effects' pioneering use of consumer hardware to host an application that is extensible, efficient and artist-focused has made it the preeminent motion graphics tool in film production, allowing motion designers to create complex animated elements for title design, screen graphics and fictional user interfaces.
91	2018	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award)			Thomas Knoll|John Knoll|Mark Hamburg	True		Photoshop's efficient, extensible architecture, innovative virtual-memory design and powerful layering system introduced a new level of user interactivity, which led to its adoption as the preferred artistic tool for digital painting and image manipulation across the motion picture industry.
91	2018	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award)			Edwin Catmull|TONY DeROSE|Jos Stam	True		Their creation of essential geometric operations and sustained research on the fundamental mathematics of subdivision surfaces helped transform the way digital artists represent 3D geometry throughout the motion picture industry.
91	2018	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)			Eric Dachs|Erik Bielefeldt|Craig Wood|PAUL McREYNOLDS	True		PIX System's robust approach to secure media access has enabled wide adoption of their remotely collaborative dailies-review system by the motion picture industry.
91	2018	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)			Per-Anders Arvid Edwards	True		MoGraph provides a fast, non-destructive and intuitive workflow for motion designers to create animated 3D graphics, as used for title design and fictional user interfaces in motion pictures.
91	2018	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)			Paul Thomas Miller|Marco Paolini	True		Silhouette provides a comprehensive solution for painting, rotoscoping and image manipulation of high-resolution image sequences. Its fast, scalable and extensible architecture has resulted in wide adoption in motion picture post-production.
91	2018	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)			Paul Debevec|TIMOTHY HAWKINS|WAN-CHUN MA|XUEMING YU	True		Polarized Spherical Gradient Illumination was a breakthrough in facial capture technology allowing shape and reflectance capture of an actor's face with sub-millimeter detail, enabling the faithful recreation of hero character faces. The Light Stage X structure was the foundation for all subsequent innovation and has been the keystone of the method's evolution into a production system.
91	2018	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)			Thabo Beeler|Derek Bradley|Bernd Bickel|Markus Gross	True		Medusa captures exceptionally dense animated meshes without markers or makeup, pushing the boundaries of visual fidelity and productivity for character facial performances in motion pictures.
91	2018	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)			Charles Teorell Loop	True		"Loop's 1987 master's thesis, \""Smooth Subdivision Surfaces Based on Triangles,\"" together with his subsequent research and publications, extended the theory of subdivision surfaces and inspired further development of methods that transformed the way digital artists represent 3D geometry throughout the motion picture industry."
91	2018	Special	JOHN A. BONNER MEDAL OF COMMENDATION			Curtis Clark	True		
92	2019	Acting	ACTOR IN A LEADING ROLE	Pain and Glory	Antonio Banderas	Antonio Banderas		Salvador	
92	2019	Acting	ACTOR IN A LEADING ROLE	Once upon a Time...in Hollywood	Leonardo DiCaprio	Leonardo DiCaprio		Rick Dalton	
92	2019	Acting	ACTOR IN A LEADING ROLE	Marriage Story	Adam Driver	Adam Driver		Charlie Barber	
92	2019	Acting	ACTOR IN A LEADING ROLE	Joker	Joaquin Phoenix	Joaquin Phoenix	True	Arthur Fleck	
92	2019	Acting	ACTOR IN A LEADING ROLE	The Two Popes	Jonathan Pryce	Jonathan Pryce		Cardinal Jorge Bergoglio/Pope Francis	
92	2019	Acting	ACTOR IN A SUPPORTING ROLE	A Beautiful Day in the Neighborhood	Tom Hanks	Tom Hanks		Fred Rogers	
92	2019	Acting	ACTOR IN A SUPPORTING ROLE	The Two Popes	Anthony Hopkins	Anthony Hopkins		Cardinal Ratzinger/Pope Benedict	
92	2019	Acting	ACTOR IN A SUPPORTING ROLE	The Irishman	Al Pacino	Al Pacino		Jimmy Hoffa	
92	2019	Acting	ACTOR IN A SUPPORTING ROLE	The Irishman	Joe Pesci	Joe Pesci		Russell Bufalino	
92	2019	Acting	ACTOR IN A SUPPORTING ROLE	Once upon a Time...in Hollywood	Brad Pitt	Brad Pitt	True	Cliff Booth	
92	2019	Acting	ACTRESS IN A LEADING ROLE	Harriet	Cynthia Erivo	Cynthia Erivo		Harriet/Minty	
92	2019	Acting	ACTRESS IN A LEADING ROLE	Marriage Story	Scarlett Johansson	Scarlett Johansson		Nicole Barber	
92	2019	Acting	ACTRESS IN A LEADING ROLE	Little Women	Saoirse Ronan	Saoirse Ronan		Jo March	
92	2019	Acting	ACTRESS IN A LEADING ROLE	Bombshell	Charlize Theron	Charlize Theron		Megyn Kelly	
92	2019	Acting	ACTRESS IN A LEADING ROLE	Judy	Renée Zellweger	Renée Zellweger	True	Judy Garland	
92	2019	Acting	ACTRESS IN A SUPPORTING ROLE	Richard Jewell	Kathy Bates	Kathy Bates		Bobi Jewell	
92	2019	Acting	ACTRESS IN A SUPPORTING ROLE	Marriage Story	Laura Dern	Laura Dern	True	Nora Fanshaw	
92	2019	Acting	ACTRESS IN A SUPPORTING ROLE	Jojo Rabbit	Scarlett Johansson	Scarlett Johansson		Rosie	
92	2019	Acting	ACTRESS IN A SUPPORTING ROLE	Little Women	Florence Pugh	Florence Pugh		Amy March	
92	2019	Acting	ACTRESS IN A SUPPORTING ROLE	Bombshell	Margot Robbie	Margot Robbie		Kayla Pospisil	
92	2019	Title	ANIMATED FEATURE FILM	How to Train Your Dragon: The Hidden World	Dean DeBlois, Bradford Lewis and Bonnie Arnold	Dean DeBlois|Bradford Lewis|Bonnie Arnold			
92	2019	Title	ANIMATED FEATURE FILM	I Lost My Body	Jérémy Clapin and Marc du Pontavice	Jérémy Clapin|Marc du Pontavice			
92	2019	Title	ANIMATED FEATURE FILM	Klaus	Sergio Pablos, Jinko Gotoh and Marisa Román	Sergio Pablos|Jinko Gotoh|Marisa Román			
92	2019	Title	ANIMATED FEATURE FILM	Missing Link	Chris Butler, Arianne Sutner and Travis Knight	Chris Butler|Arianne Sutner|Travis Knight			
92	2019	Title	ANIMATED FEATURE FILM	Toy Story 4	Josh Cooley, Mark Nielsen and Jonas Rivera	Josh Cooley|Mark Nielsen|Jonas Rivera	True		
92	2019	Production	CINEMATOGRAPHY	The Irishman	Rodrigo Prieto	Rodrigo Prieto			
92	2019	Production	CINEMATOGRAPHY	Joker	Lawrence Sher	Lawrence Sher			
92	2019	Production	CINEMATOGRAPHY	The Lighthouse	Jarin Blaschke	Jarin Blaschke			
92	2019	Production	CINEMATOGRAPHY	1917	Roger Deakins	Roger Deakins	True		
92	2019	Production	CINEMATOGRAPHY	Once upon a Time...in Hollywood	Robert Richardson	Robert Richardson			
92	2019	Production	COSTUME DESIGN	The Irishman	Sandy Powell and Christopher Peterson	Sandy Powell|Christopher Peterson			
92	2019	Production	COSTUME DESIGN	Jojo Rabbit	Mayes C. Rubeo	Mayes C. Rubeo			
92	2019	Production	COSTUME DESIGN	Joker	Mark Bridges	Mark Bridges			
92	2019	Production	COSTUME DESIGN	Little Women	Jacqueline Durran	Jacqueline Durran	True		
92	2019	Production	COSTUME DESIGN	Once upon a Time...in Hollywood	Arianne Phillips	Arianne Phillips			
92	2019	Directing	DIRECTING	The Irishman	Martin Scorsese	Martin Scorsese			
92	2019	Directing	DIRECTING	Joker	Todd Phillips	Todd Phillips			
92	2019	Directing	DIRECTING	1917	Sam Mendes	Sam Mendes			
92	2019	Directing	DIRECTING	Once upon a Time...in Hollywood	Quentin Tarantino	Quentin Tarantino			
92	2019	Directing	DIRECTING	Parasite	Bong Joon Ho	Bong Joon Ho	True		
92	2019	Title	DOCUMENTARY (Feature)	American Factory	Steven Bognar, Julia Reichert and Jeff Reichert	Steven Bognar|Julia Reichert|Jeff Reichert	True		
92	2019	Title	DOCUMENTARY (Feature)	The Cave	Feras Fayyad, Kirstine Barfod and Sigrid Dyekjær	Feras Fayyad|Kirstine Barfod|Sigrid Dyekjær			
92	2019	Title	DOCUMENTARY (Feature)	The Edge of Democracy	Petra Costa, Joanna Natasegara, Shane Boris and Tiago Pavan	Petra Costa|Joanna Natasegara|Shane Boris|Tiago Pavan			
92	2019	Title	DOCUMENTARY (Feature)	For Sama	Waad al-Kateab and Edward Watts	Waad al-Kateab|Edward Watts			
92	2019	Title	DOCUMENTARY (Feature)	Honeyland	Ljubo Stefanov, Tamara Kotevska and Atanas Georgiev	Ljubo Stefanov|Tamara Kotevska|Atanas Georgiev			
92	2019	Title	DOCUMENTARY (Short Subject)	In the Absence	Yi Seung-Jun and Gary Byung-Seok Kam	Yi Seung-Jun|Gary Byung-Seok Kam			
92	2019	Title	DOCUMENTARY (Short Subject)	Learning to Skateboard in a Warzone (If You're a Girl)	Carol Dysinger and Elena Andreicheva	Carol Dysinger|Elena Andreicheva	True		
92	2019	Title	DOCUMENTARY (Short Subject)	Life Overtakes Me	John Haptas and Kristine Samuelson	John Haptas|Kristine Samuelson			
92	2019	Title	DOCUMENTARY (Short Subject)	St. Louis Superman	Smriti Mundhra and Sami Khan	Smriti Mundhra|Sami Khan			
92	2019	Title	DOCUMENTARY (Short Subject)	Walk Run Cha-Cha	Laura Nix and Colette Sandstedt	Laura Nix|Colette Sandstedt			
92	2019	Production	FILM EDITING	Ford v Ferrari	Michael McCusker and Andrew Buckland	Michael McCusker|Andrew Buckland	True		
92	2019	Production	FILM EDITING	The Irishman	Thelma Schoonmaker	Thelma Schoonmaker			
92	2019	Production	FILM EDITING	Jojo Rabbit	Tom Eagles	Tom Eagles			
92	2019	Production	FILM EDITING	Joker	Jeff Groth	Jeff Groth			
92	2019	Production	FILM EDITING	Parasite	Yang Jinmo	Yang Jinmo			
92	2019	Title	INTERNATIONAL FEATURE FILM	Corpus Christi	Poland				
92	2019	Title	INTERNATIONAL FEATURE FILM	Honeyland	North Macedonia				
92	2019	Title	INTERNATIONAL FEATURE FILM	Les Misérables	France				
92	2019	Title	INTERNATIONAL FEATURE FILM	Pain and Glory	Spain				
92	2019	Title	INTERNATIONAL FEATURE FILM	Parasite	South Korea		True		
92	2019	Production	MAKEUP AND HAIRSTYLING	Bombshell	Kazu Hiro, Anne Morgan and Vivian Baker	Kazu Hiro|Anne Morgan|Vivian Baker	True		
92	2019	Production	MAKEUP AND HAIRSTYLING	Joker	Nicki Ledermann and Kay Georgiou	Nicki Ledermann|Kay Georgiou			
92	2019	Production	MAKEUP AND HAIRSTYLING	Judy	Jeremy Woodhead	Jeremy Woodhead			
92	2019	Production	MAKEUP AND HAIRSTYLING	Maleficent: Mistress of Evil	Paul Gooch, Arjen Tuiten and David White	Paul Gooch|Arjen Tuiten|David White			
